"Registry name","Map color (hex)","Map color (int)"
"additionallanterns:magenta_andesite_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_basalt_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_blackstone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_bone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_cobbled_deepslate_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_copper_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_crimson_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_dark_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_deepslate_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_diamond_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_diorite_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_emerald_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_end_stone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_gold_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_granite_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_iron_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_mossy_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_netherite_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_normal_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_normal_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_normal_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_obsidian_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_purpur_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_quartz_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_red_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_red_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_smooth_stone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_stone_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_stone_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_warped_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_waxed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_waxed_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_waxed_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_waxed_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:magenta_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:mossy_cobblestone_chain","#000000","0"
"additionallanterns:mossy_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:netherite_chain","#000000","0"
"additionallanterns:netherite_lantern","#A7A7A7","10987431"
"additionallanterns:normal_lantern","#A7A7A7","10987431"
"additionallanterns:normal_nether_bricks_chain","#000000","0"
"additionallanterns:normal_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:normal_sandstone_chain","#000000","0"
"additionallanterns:normal_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:obsidian_chain","#000000","0"
"additionallanterns:obsidian_lantern","#A7A7A7","10987431"
"additionallanterns:orange_amethyst_lantern","#A7A7A7","10987431"
"additionallanterns:orange_andesite_lantern","#A7A7A7","10987431"
"additionallanterns:orange_basalt_lantern","#A7A7A7","10987431"
"additionallanterns:orange_blackstone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_bone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:orange_cobbled_deepslate_lantern","#A7A7A7","10987431"
"additionallanterns:orange_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_copper_lantern","#A7A7A7","10987431"
"additionallanterns:orange_crimson_lantern","#A7A7A7","10987431"
"additionallanterns:orange_dark_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:orange_deepslate_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:orange_diamond_lantern","#A7A7A7","10987431"
"additionallanterns:orange_diorite_lantern","#A7A7A7","10987431"
"additionallanterns:orange_emerald_lantern","#A7A7A7","10987431"
"additionallanterns:orange_end_stone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:orange_gold_lantern","#A7A7A7","10987431"
"additionallanterns:orange_granite_lantern","#A7A7A7","10987431"
"additionallanterns:orange_iron_lantern","#A7A7A7","10987431"
"additionallanterns:orange_mossy_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_netherite_lantern","#A7A7A7","10987431"
"additionallanterns:orange_normal_lantern","#A7A7A7","10987431"
"additionallanterns:orange_normal_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:orange_normal_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_obsidian_lantern","#A7A7A7","10987431"
"additionallanterns:orange_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:orange_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:orange_purpur_lantern","#A7A7A7","10987431"
"additionallanterns:orange_quartz_lantern","#A7A7A7","10987431"
"additionallanterns:orange_red_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:orange_red_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_smooth_stone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_stone_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:orange_stone_lantern","#A7A7A7","10987431"
"additionallanterns:orange_warped_lantern","#A7A7A7","10987431"
"additionallanterns:orange_waxed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:orange_waxed_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:orange_waxed_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:orange_waxed_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:orange_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:oxidized_copper_chain","#000000","0"
"additionallanterns:oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:pink_amethyst_lantern","#A7A7A7","10987431"
"additionallanterns:pink_andesite_lantern","#A7A7A7","10987431"
"additionallanterns:pink_basalt_lantern","#A7A7A7","10987431"
"additionallanterns:pink_blackstone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_bone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:pink_cobbled_deepslate_lantern","#A7A7A7","10987431"
"additionallanterns:pink_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_copper_lantern","#A7A7A7","10987431"
"additionallanterns:pink_crimson_lantern","#A7A7A7","10987431"
"additionallanterns:pink_dark_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:pink_deepslate_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:pink_diamond_lantern","#A7A7A7","10987431"
"additionallanterns:pink_diorite_lantern","#A7A7A7","10987431"
"additionallanterns:pink_emerald_lantern","#A7A7A7","10987431"
"additionallanterns:pink_end_stone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:pink_gold_lantern","#A7A7A7","10987431"
"additionallanterns:pink_granite_lantern","#A7A7A7","10987431"
"additionallanterns:pink_iron_lantern","#A7A7A7","10987431"
"additionallanterns:pink_mossy_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_netherite_lantern","#A7A7A7","10987431"
"additionallanterns:pink_normal_lantern","#A7A7A7","10987431"
"additionallanterns:pink_normal_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:pink_normal_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_obsidian_lantern","#A7A7A7","10987431"
"additionallanterns:pink_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:pink_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:pink_purpur_lantern","#A7A7A7","10987431"
"additionallanterns:pink_quartz_lantern","#A7A7A7","10987431"
"additionallanterns:pink_red_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:pink_red_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_smooth_stone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_stone_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:pink_stone_lantern","#A7A7A7","10987431"
"additionallanterns:pink_warped_lantern","#A7A7A7","10987431"
"additionallanterns:pink_waxed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:pink_waxed_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:pink_waxed_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:pink_waxed_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:pink_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:prismarine_chain","#000000","0"
"additionallanterns:prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:purple_amethyst_lantern","#A7A7A7","10987431"
"additionallanterns:purple_andesite_lantern","#A7A7A7","10987431"
"additionallanterns:purple_basalt_lantern","#A7A7A7","10987431"
"additionallanterns:purple_blackstone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_bone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:purple_cobbled_deepslate_lantern","#A7A7A7","10987431"
"additionallanterns:purple_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_copper_lantern","#A7A7A7","10987431"
"additionallanterns:purple_crimson_lantern","#A7A7A7","10987431"
"additionallanterns:purple_dark_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:purple_deepslate_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:purple_diamond_lantern","#A7A7A7","10987431"
"additionallanterns:purple_diorite_lantern","#A7A7A7","10987431"
"additionallanterns:purple_emerald_lantern","#A7A7A7","10987431"
"additionallanterns:purple_end_stone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:purple_gold_lantern","#A7A7A7","10987431"
"additionallanterns:purple_granite_lantern","#A7A7A7","10987431"
"additionallanterns:purple_iron_lantern","#A7A7A7","10987431"
"additionallanterns:purple_mossy_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_netherite_lantern","#A7A7A7","10987431"
"additionallanterns:purple_normal_lantern","#A7A7A7","10987431"
"additionallanterns:purple_normal_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:purple_normal_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_obsidian_lantern","#A7A7A7","10987431"
"additionallanterns:purple_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:purple_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:purple_purpur_lantern","#A7A7A7","10987431"
"additionallanterns:purple_quartz_lantern","#A7A7A7","10987431"
"additionallanterns:purple_red_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:purple_red_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_smooth_stone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_stone_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:purple_stone_lantern","#A7A7A7","10987431"
"additionallanterns:purple_warped_lantern","#A7A7A7","10987431"
"additionallanterns:purple_waxed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:purple_waxed_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:purple_waxed_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:purple_waxed_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:purple_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:purpur_chain","#000000","0"
"additionallanterns:purpur_lantern","#A7A7A7","10987431"
"additionallanterns:quartz_chain","#000000","0"
"additionallanterns:quartz_lantern","#A7A7A7","10987431"
"additionallanterns:red_amethyst_lantern","#A7A7A7","10987431"
"additionallanterns:red_andesite_lantern","#A7A7A7","10987431"
"additionallanterns:red_basalt_lantern","#A7A7A7","10987431"
"additionallanterns:red_blackstone_lantern","#A7A7A7","10987431"
"additionallanterns:red_bone_lantern","#A7A7A7","10987431"
"additionallanterns:red_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:red_cobbled_deepslate_lantern","#A7A7A7","10987431"
"additionallanterns:red_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:red_copper_lantern","#A7A7A7","10987431"
"additionallanterns:red_crimson_lantern","#A7A7A7","10987431"
"additionallanterns:red_dark_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:red_deepslate_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:red_diamond_lantern","#A7A7A7","10987431"
"additionallanterns:red_diorite_lantern","#A7A7A7","10987431"
"additionallanterns:red_emerald_lantern","#A7A7A7","10987431"
"additionallanterns:red_end_stone_lantern","#A7A7A7","10987431"
"additionallanterns:red_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:red_gold_lantern","#A7A7A7","10987431"
"additionallanterns:red_granite_lantern","#A7A7A7","10987431"
"additionallanterns:red_iron_lantern","#A7A7A7","10987431"
"additionallanterns:red_mossy_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:red_nether_bricks_chain","#000000","0"
"additionallanterns:red_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:red_netherite_lantern","#A7A7A7","10987431"
"additionallanterns:red_normal_lantern","#A7A7A7","10987431"
"additionallanterns:red_normal_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:red_normal_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:red_obsidian_lantern","#A7A7A7","10987431"
"additionallanterns:red_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:red_prismarine_lantern","#A7A7A7","10987431"
"additionallanterns:red_purpur_lantern","#A7A7A7","10987431"
"additionallanterns:red_quartz_lantern","#A7A7A7","10987431"
"additionallanterns:red_red_nether_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:red_red_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:red_sandstone_chain","#000000","0"
"additionallanterns:red_sandstone_lantern","#A7A7A7","10987431"
"additionallanterns:red_smooth_stone_lantern","#A7A7A7","10987431"
"additionallanterns:red_stone_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:red_stone_lantern","#A7A7A7","10987431"
"additionallanterns:red_warped_lantern","#A7A7A7","10987431"
"additionallanterns:red_waxed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:red_waxed_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:red_waxed_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:red_waxed_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:red_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:smooth_stone_chain","#000000","0"
"additionallanterns:smooth_stone_lantern","#A7A7A7","10987431"
"additionallanterns:stone_bricks_chain","#000000","0"
"additionallanterns:stone_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:stone_chain","#000000","0"
"additionallanterns:stone_lantern","#A7A7A7","10987431"
"additionallanterns:warped_chain","#000000","0"
"additionallanterns:warped_lantern","#A7A7A7","10987431"
"additionallanterns:waxed_copper_chain","#000000","0"
"additionallanterns:waxed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:waxed_exposed_copper_chain","#000000","0"
"additionallanterns:waxed_exposed_copper_lantern","#A7A7A7","10987431"
"additionallanterns:waxed_oxidized_copper_chain","#000000","0"
"additionallanterns:waxed_oxidized_copper_lantern","#A7A7A7","10987431"
"additionallanterns:waxed_weathered_copper_chain","#000000","0"
"additionallanterns:waxed_weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:weathered_copper_chain","#000000","0"
"additionallanterns:weathered_copper_lantern","#A7A7A7","10987431"
"additionallanterns:white_amethyst_lantern","#A7A7A7","10987431"
"additionallanterns:white_andesite_lantern","#A7A7A7","10987431"
"additionallanterns:white_basalt_lantern","#A7A7A7","10987431"
"additionallanterns:white_blackstone_lantern","#A7A7A7","10987431"
"additionallanterns:white_bone_lantern","#A7A7A7","10987431"
"additionallanterns:white_bricks_lantern","#A7A7A7","10987431"
"additionallanterns:white_cobbled_deepslate_lantern","#A7A7A7","10987431"
"additionallanterns:white_cobblestone_lantern","#A7A7A7","10987431"
"additionallanterns:white_copper_lantern","#A7A7A7","10987431"
"additionallanterns:white_crimson_lantern","#A7A7A7","10987431"
"additionallanterns:white_dark_prismarine_lantern","#A7A7A7","10987431"
