"ID","Registry name","Tags"
24,"biomeswevegone:baobab_savanna","forge:is_sparse/overworld, naturalist:has_hippo, exoticbirds:is_desert_bird_spawn, naturalist:has_snail, tumbleweed:whitelist, minecraft:has_structure/stronghold, twigs:spawns_pebble, naturalist:has_cardinal, wildernature:spawns_cassowary, goodending:balmy_wildflower_generates, minecraft:is_overworld, naturalist:has_rhino, naturalist:has_lion, c:climate_dry, minecraft:has_structure/pillager_outpost, naturalist:has_rattlesnake, c:vegetation_sparse, goodending:light_gray_terracotta_granite_boulder_generates, forge:sparse/vegetation, forge:overworld/in, immersive_weathering:has_earthen_clay, spawn:small_anthill_generates, minecraft:has_structure/village_savanna, c:climate_hot, forge:dry/climate, c:tree_savanna, forge:savanna, minecraft:spawns_warm_variant_frogs, goodending:acacia_fallen_log_generates, immersive_weathering:has_sandy_dirt, immersive_weathering:hot, c:savanna, minecraft:is_savanna, c:in_overworld, exoticbirds:is_cassowary_spawn, naturalist:has_finch, biomeswevegone:savanna, naturalist:has_vulture, exoticbirds:is_hummingbird_spawn, naturalist:has_elephant, biome_tag_villagers:villager_savanna, exoticbirds:is_peafowl_spawn, biomeswevegone:density/sparse, naturalist:has_boar, wildernature:spawns_bison, forge:hot/climate, naturalist:has_zebra, forge:savanna/tree, wildernature:spawns_boar, exoticbirds:is_dry_tropic_bird_spawn, fishofthieves:spawns_battlegills, vinery:spawns_savanna_grape, forge:is_sparse, biomeswevegone:overworld, fishofthieves:spawns_devilfish, bakery:spawns_strawberries, naturalist:has_giraffe"
25,"regions_unexplored:baobab_savanna","exoticbirds:is_cassowary_spawn, naturalist:has_zebra, c:tree_savanna, exoticbirds:is_hummingbird_spawn, forge:is_sparse, goodending:balmy_wildflower_generates, minecraft:is_overworld, wildernature:spawns_cassowary, minecraft:spawns_warm_variant_frogs, forge:is_dry, c:vegetation_sparse, minecraft:stronghold_biased_to, naturalist:has_lion, minecraft:has_structure/stronghold, c:savanna, naturalist:has_giraffe, goodending:light_gray_terracotta_granite_boulder_generates, bakery:spawns_strawberries, forge:is_generalcave, naturalist:has_snail, naturalist:has_vulture, immersive_weathering:hot, minecraft:has_structure/mineshaft, forge:is_dry/overworld, naturalist:has_boar, forge:sparse/vegetation, forge:overworld/in, exoticbirds:is_dry_tropic_bird_spawn, naturalist:has_finch, fishofthieves:spawns_devilfish, forge:dry/climate, c:in_overworld, forge:is_hot, minecraft:is_savanna, wildernature:spawns_boar, forge:savanna/tree, tumbleweed:whitelist, fishofthieves:spawns_battlegills, exoticbirds:is_peafowl_spawn, forge:hot/climate, c:climate_dry, biome_tag_villagers:villager_savanna, naturalist:has_hippo, forge:savanna, naturalist:has_cardinal, spawn:small_anthill_generates, minecraft:snow_golem_melts, goodending:acacia_fallen_log_generates, forge:is_sparse/overworld, forge:is_hot/overworld, forge:is_general, vinery:spawns_savanna_grape, c:climate_hot, exoticbirds:is_desert_bird_spawn, naturalist:has_rattlesnake, naturalist:has_elephant, immersive_weathering:has_earthen_clay, twigs:spawns_pebble, wildernature:spawns_bison, immersive_weathering:has_sandy_dirt, naturalist:has_rhino"
26,"regions_unexplored:barley_fields","forge:is_generalcave, fishofthieves:spawns_battlegills, delightful:mini_melon_spawns, naturalist:has_firefly, minecraft:has_structure/mineshaft, naturalist:has_butterfly, forge:is_general, minecraft:is_overworld, minecraft:has_structure/pillager_outpost, forge:is_generalnotempcave, fishofthieves:spawns_devilfish, naturalist:has_robin, forge:is_eyestalker, exoticbirds:is_hummingbird_spawn, forge:overworld/in, forge:is_generalnotemp, forge:is_plains, naturalist:has_sparrow, forge:is_goblin, minecraft:stronghold_biased_to, c:in_overworld, minecraft:has_structure/stronghold, naturalist:has_snake, exoticbirds:is_peafowl_spawn, naturalist:has_snail, minecraft:has_structure/ruined_portal_standard"
27,"biomeswevegone:basalt_barrera","immersive_weathering:wet, forge:is_wet/overworld, biomeswevegone:beach, minecraft:has_structure/stronghold, forge:is_wet, twigs:spawns_sea_shell, backported_wolves:spawns_spotted_wolf, salt:has_rock_salt_deposits, fishofthieves:spawns_wildsplash, minecraft:has_structure/mineshaft, minecraft:is_beach, minecraft:is_overworld, fishofthieves:spawns_battlegills, fishofthieves:spawns_devilfish, biomeswevegone:wasteland, minecraft:has_structure/buried_treasure, upgrade_aquatic:has_feature/driftwood_beach, fishofthieves:spawns_islehoppers, forge:is_wasteland, exoticbirds:is_pelican_spawn, upgrade_aquatic:has_feature/ammonite_ore, exoticbirds:is_water_bird_spawn, minecraft:has_structure/ruined_portal_standard, naturalist:has_coral_snake, immersive_weathering:has_sandy_dirt, biomeswevegone:overworld, twigs:spawns_pebble, biomeswevegone:climate/wet, fishofthieves:islehopper_spawn_at_coast, forge:is_waterbased, c:beach, c:in_overworld, fishofthieves:spawns_sandy_wildsplash, forge:beach, forge:overworld/in, minecraft:has_structure/shipwreck_beached, delightful:cantaloupe_spawns"
28,"terralith:basalt_cliffs","forge:is_dry, c:climate_dry, c:in_overworld, c:vegetation_sparse, forge:overworld/in, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, forge:is_dry/overworld, immersive_weathering:hot, terralith:all_terralith_biomes_no_mineshafts, c:stony_shores, forge:is_hot/overworld, c:wasteland, backported_wolves:spawns_spotted_wolf, minecraft:is_overworld, forge:is_generalcave, forge:wasteland, forge:shores/stony, terralith:cliffs, forge:is_hot, fishofthieves:spawns_battlegills, c:climate_hot, terralith:all_terralith_biomes, forge:dry/climate, forge:is_wasteland, forge:sparse/vegetation, forge:hot/climate, terralith:has_structure/rubble_mountain, forge:is_general, fishofthieves:spawns_devilfish, tumbleweed:whitelist"
29,"minecraft:basalt_deltas","forge:is_hot/nether, forge:hot/climate, forge:is_hot, minecraft:snow_golem_melts, c:climate_dry, immersive_weathering:hot, waddles:spawn_exclude, minecraft:has_structure/nether_fortress, minecraft:has_structure/ruined_portal_nether, c:climate_hot, twigs:bloodstone_generates, alexsmobs:spawns_nether_tarantula_hawks, minecraft:spawns_warm_variant_frogs, forge:is_dry/nether, minecraft:is_nether, forge:is_dry, c:in_nether, forge:nether/in, tumbleweed:whitelist, forge:dry/climate"
30,"biomesoplenty:bayou","naturalist:has_butterfly, forge:is_hot/overworld, c:in_overworld, naturalist:has_lizard, forge:is_wet/overworld, naturalist:has_snail, minecraft:has_structure/ruined_portal_swamp, fishofthieves:spawns_wildsplash, minecraft:has_structure/swamp_hut, immersive_weathering:wet, sereneseasons:tropical_biomes, minecraft:is_overworld, minecraft:has_closer_water_fog, exoticbirds:is_water_bird_spawn, forge:is_hot, upgrade_aquatic:has_spawn/perch, forge:is_generalcave, naturalist:has_tortoise, croptopia:has_crop/artichoke, fishofthieves:spawns_muddy_wildsplash, upgrade_aquatic:has_feature/pickerelweed, croptopia:has_crop/currant, fishofthieves:spawns_devilfish, minecraft:allows_surface_slime_spawns, naturalist:has_bass, immersive_weathering:hot, minecraft:has_structure/stronghold, croptopia:has_crop/cranberry, naturalist:has_dragonfly, naturalist:has_snake, minecraft:spawns_warm_variant_frogs, minecraft:water_on_map_outlines, naturalist:has_alligator, fishofthieves:spawns_islehoppers, minecraft:increased_fire_burnout, forge:is_general, forge:is_swamp, naturalist:has_catfish, naturalist:has_firefly, forge:overworld/in, alexsmobs:spawns_huge_catfish, croptopia:has_crop/asparagus, forge:is_goblin, upgrade_aquatic:has_feature/driftwood_swamp, naturalist:has_duck, minecraft:stronghold_biased_to, naturalist:has_cardinal, fishofthieves:spawns_moss_islehoppers, upgrade_aquatic:has_spawn/pike, fishofthieves:spawns_battlegills, forge:is_wet"
31,"biomeswevegone:bayou","immersive_weathering:wet, forge:is_wet/overworld, minecraft:has_structure/swamp_hut, naturalist:has_snail, minecraft:has_structure/stronghold, forge:is_wet, forge:is_swamp, naturalist:has_butterfly, naturalist:has_lizard, naturalist:has_catfish, upgrade_aquatic:has_spawn/perch, alexsmobs:spawns_huge_catfish, fishofthieves:spawns_battlegills, minecraft:is_overworld, upgrade_aquatic:has_feature/pickerelweed, fishofthieves:spawns_devilfish, naturalist:has_snake, naturalist:has_tortoise, naturalist:has_alligator, upgrade_aquatic:has_feature/driftwood_swamp, naturalist:has_duck, exoticbirds:is_water_bird_spawn, upgrade_aquatic:has_spawn/pike, naturalist:has_bass, naturalist:has_dragonfly, forge:is_dense, biomeswevegone:overworld, naturalist:has_cardinal, biomeswevegone:climate/wet, naturalist:has_firefly, biomeswevegone:density/dense, c:in_overworld, forge:is_flutterfly, forge:is_dense/overworld, forge:is_goblin, forge:overworld/in, biomeswevegone:swamp"
32,"regions_unexplored:bayou","minecraft:water_on_map_outlines, naturalist:has_tortoise, fishofthieves:spawns_battlegills, minecraft:increased_fire_burnout, naturalist:has_snail, naturalist:has_alligator, naturalist:has_duck, minecraft:has_closer_water_fog, naturalist:has_dragonfly, naturalist:has_lizard, alexsmobs:spawns_huge_catfish, minecraft:has_structure/ruined_portal_swamp, naturalist:has_snake, minecraft:allows_surface_slime_spawns, forge:is_goblin, forge:is_dense, fishofthieves:spawns_wildsplash, fishofthieves:spawns_muddy_wildsplash, forge:overworld/in, upgrade_aquatic:has_spawn/pike, minecraft:has_structure/swamp_hut, naturalist:has_butterfly, minecraft:has_structure/stronghold, exoticbirds:is_water_bird_spawn, upgrade_aquatic:has_feature/driftwood_swamp, minecraft:has_structure/mineshaft, forge:is_swamp, fishofthieves:spawns_devilfish, naturalist:has_cardinal, fishofthieves:spawns_moss_islehoppers, c:in_overworld, upgrade_aquatic:has_feature/pickerelweed, fishofthieves:spawns_islehoppers, minecraft:is_overworld, upgrade_aquatic:has_spawn/perch, naturalist:has_catfish, naturalist:has_firefly, forge:is_flutterfly, naturalist:has_bass, forge:is_dense/overworld"
33,"minecraft:beach","immersive_weathering:wet, naturalist:has_cardinal, twigs:spawns_pebble, minecraft:has_structure/mineshaft, forge:is_wet/overworld, minecraft:has_structure/buried_treasure, forge:beach, minecraft:has_structure/ruined_portal_standard, alexsmobs:spawns_desert_crocodiles, twigs:spawns_sea_shell, wildernature:spawns_pelican, upgrade_aquatic:has_feature/beachgrass, naturalist:has_rattlesnake, fruitsdelight:plants/pineapple_biomes, exoticbirds:is_water_bird_spawn, forge:is_waterbased, delightful:cantaloupe_spawns, fishofthieves:spawns_battlegills, immersive_weathering:has_dune_grass, forge:is_wet, bloomingnature:beach, tumbleweed:whitelist, upgrade_aquatic:has_feature/searocket, upgrade_aquatic:has_feature/ammonite_ore, upgrade_aquatic:has_feature/driftwood_beach, fishofthieves:spawns_wildsplash, fishofthieves:spawns_devilfish, minecraft:is_overworld, minecraft:is_beach, salt:has_rock_salt_deposits, minecraft:has_structure/stronghold, c:in_overworld, fishofthieves:spawns_islehoppers, forge:overworld/in, exoticbirds:is_pelican_spawn, naturalist:has_coral_snake, forge:with_default_monster_spawns, minecraft:has_structure/shipwreck_beached, wildernature:spawns_flamingo, insects_recrafted:dragonflybiomes, forge:is_sandy, fishofthieves:islehopper_spawn_at_coast, bloomingnature:overworld, fishofthieves:spawns_sandy_wildsplash, c:beach, immersive_weathering:has_sandy_dirt"
34,"regions_unexplored:bioshroom_caves","forge:overworld/in, forge:is_mushroom, forge:is_cave, minecraft:has_structure/stronghold, minecraft:stronghold_biased_to, minecraft:allows_tropical_fish_spawns_at_any_height, minecraft:is_overworld, forge:is_underground, minecraft:has_structure/ruined_portal_standard, forge:is_lush, naturalist:has_firefly, c:in_overworld, forge:is_generalcave, forge:is_generalnotempcave, fishofthieves:spawns_battlegills, fishofthieves:spawns_devilfish, naturalist:has_snail"
35,"minecraft:birch_forest","exoticbirds:is_forest_bird_spawn, croptopia:has_crop/blackberry, fishofthieves:spawns_devilfish, croptopia:has_crop/tomato, bakery:spawns_strawberries, bloomingnature:overworld, forge:forest/birch, forge:is_generalnotemp, minecraft:stronghold_biased_to, forge:deciduous/tree, croptopia:has_crop/blackbean, minecraft:is_overworld, naturalist:has_boar, wildernature:spawns_boar, fishofthieves:spawns_battlegills, goodending:twilight_wildflower_generates, goodending:pastel_wildflower_generates, c:forest, insects_recrafted:birches, naturalist:has_snake, c:birch_forest, minecraft:has_structure/mineshaft, forge:temperate/climate, twigs:spawns_twig, forge:with_default_monster_spawns, quark:has_fallen_birch, bloomingnature:birch, c:in_overworld, croptopia:has_crop/grape, forge:is_generalcave, croptopia:has_crop/blueberry, naturalist:has_cardinal, waddles:spawn_exclude, minecraft:has_structure/stronghold, exoticbirds:is_hummingbird_spawn, insects_recrafted:grassybiomes, minecraft:is_forest, minecraft:has_structure/ruined_portal_standard, forge:is_goblin, wildernature:spawns_patch_hazelnut_bush, c:tree_deciduous, projectvibrantjourneys:has_logs/birch, delightful:salmonberry_spawns, spawn:small_anthill_generates, moremobvariants:wolf_woods_spawns, naturalist:has_snail, exoticbirds:is_tropic_bird_spawn, forge:is_flutterfly, croptopia:has_crop/tea_leaves, wildernature:spawns_turkey, croptopia:has_crop/elderberry, croptopia:has_crop/spinach, fruitsdelight:vanilla/birch, exoticbirds:is_peafowl_spawn, croptopia:has_crop/cauliflower, fruitsdelight:plants/pear_biomes, croptopia:has_crop/tomatillo, croptopia:has_crop/celery, forge:forest, crittersandcompanions:silk_cocoon_spawns, croptopia:has_crop/cantaloupe, naturalist:has_firefly, immersive_weathering:has_ivy, wildernature:spawns_owl, forge:is_general, terralith:has_structure/rubble_forest, dynamictrees:is_bee_nest_rare, croptopia:has_crop/radish, c:climate_temperate, forge:overworld/in, vinery:spawns_grape, wildernature:spawns_deer, croptopia:has_crop/strawberry, croptopia:has_crop/raspberry, naturalist:has_deer, forge:is_generalnotempcave, goodending:mossy_cobblestone_boulder_generates, fishofthieves:spawns_pondies, goodending:birch_fallen_log_generates, naturalist:has_lizard, naturalist:has_butterfly, wildernature:spawns_hedgehog, goodending:spicy_wildflower_generates, naturalist:has_bear, naturalist:has_finch, naturalist:has_robin"
36,"terralith:birch_taiga","delightful:salmonberry_spawns, waddles:spawn_exclude, vinery:spawns_taiga_grape, croptopia:has_crop/elderberry, forge:is_flutterfly, croptopia:has_crop/tomatillo, minecraft:has_structure/village_plains, wildernature:spawns_owl, exoticbirds:is_peafowl_spawn, terralith:all_terralith_biomes_no_mineshafts, exoticbirds:is_tropic_bird_spawn, fruitsdelight:plants/hawberry_biomes, croptopia:has_crop/blackbean, fruitsdelight:plants/blueberry_biomes, naturalist:has_bluejay, forge:is_goblin, croptopia:has_crop/strawberry, wildernature:spawns_hedgehog, c:forest, forge:is_cold/overworld, croptopia:has_crop/blueberry, naturalist:has_deer, wildernature:spawns_turkey, forge:is_generalnotempcave, croptopia:has_crop/spinach, vinery:spawns_grape, forge:is_generalcave, croptopia:has_crop/radish, projectvibrantjourneys:has_logs/birch, forge:forest, exoticbirds:is_hummingbird_spawn, wildernature:spawns_deer, croptopia:has_crop/cantaloupe, forge:taiga, terralith:has_structure/rubble_taiga, naturalist:has_finch, croptopia:has_crop/tomato, minecraft:has_structure/trail_ruins, croptopia:has_crop/raspberry, twigs:spawns_twig, immersive_weathering:has_ivy, spawn:small_anthill_generates, fruitsdelight:compat/cold, forge:is_generalnotemp, immersive_weathering:has_permafrost, naturalist:has_boar, croptopia:has_crop/cauliflower, dynamictrees:is_bee_nest_rare, terralith:all_terralith_biomes, naturalist:has_firefly, crittersandcompanions:silk_cocoon_spawns, croptopia:has_crop/grape, naturalist:has_cardinal, twigs:spawns_pebble, exoticbirds:is_forest_bird_spawn, minecraft:has_structure/mineshaft, naturalist:has_butterfly, minecraft:has_structure/ruined_portal_standard, wildernature:spawns_boar, forge:is_general, minecraft:is_taiga, forge:cold/climate, naturalist:has_snake, croptopia:has_crop/celery, fishofthieves:spawns_pondies, c:climate_cold, croptopia:has_crop/tea_leaves, goodending:spicy_wildflower_generates, fishofthieves:spawns_battlegills, minecraft:is_forest, bakery:spawns_strawberries, naturalist:has_bear, bloomingnature:has_structure/taiga, c:tree_coniferous, forge:deciduous/tree, fruitsdelight:plants/persimmon_biomes, c:taiga, c:tree_deciduous, projectvibrantjourneys:has_logs/oak, croptopia:has_crop/blackberry, fishofthieves:spawns_devilfish, minecraft:is_overworld, naturalist:has_lizard, forge:is_cold, minecraft:has_structure/stronghold, c:in_overworld, forge:overworld/in, forge:coniferous/tree, naturalist:has_robin, biome_tag_villagers:villager_taiga, naturalist:has_snail, bloomingnature:has_structure/temperate"
