"ID","Name","Description","Parent"
"untamedwilds:zoology/taming_bear","[BEAR FORCE ONE]","Tame a Bear","untamedwilds:zoology/root"
"untamedwilds:zoology/yee_haw","[YEE-HAW]","Engage in the world's worst rodeo","untamedwilds:zoology/hog_wild"
"upgrade_aquatic:adventure/kill_great_thrasher","[Gonna Need a Bigger Boat]","Kill the Great Thrasher","upgrade_aquatic:adventure/tooth_fairy"
"upgrade_aquatic:adventure/sleep_underwater","[Sleepin' with the Fishes]","Use a Bedroll underwater","minecraft:adventure/sleep_in_bed"
"upgrade_aquatic:adventure/tooth_fairy","[Tooth Fairy]","Collect the teeth of the Thrasher, an ancient horror that lurks deep in cold waters","minecraft:adventure/kill_a_mob"
"upgrade_aquatic:adventure/unethical_dentistry","[Unethical Dentistry]","Place any block made of Thrasher teeth","upgrade_aquatic:adventure/tooth_fairy"
"upgrade_aquatic:husbandry/collect_all_pike","[Pike World Tour]","Collect every variant of Pike in a bucket","minecraft:husbandry/tactical_fishing"
"upgrade_aquatic:husbandry/eat_pickerelweed","[Legal in Most States]","Smoke and eat Boiled Pickerelweed to regain water bubbles","minecraft:husbandry/root"
"upgrade_aquatic:nether/sleepless_slave","[Sleepless Slave]","Create a Flare by afflicting a Phantom with insomnia","minecraft:nether/brew_potion"
"upgrade_aquatic:nether/vibe_check","[Vibe Check]","Brew a Lionfish into a Potion of Repellence and invert it with a Spider Eye for a Potion of Vibing","minecraft:nether/brew_potion"
"vinery:main/apple_press","[Step I: Crushing Apples!]","Craft and place a Apple Press","vinery:main/get_apple"
"vinery:main/crop_collector","[Wild Grape Collector]","Find all wild Grape Bushes and collect their Seeds","vinery:main/wild_crops"
"vinery:main/fermentation","[One more step into Winemaking]","Craft and place a Aging Barrel","vinery:main/get_juice"
"vinery:main/get_apple","[Scarlet Temptation]","Get an Apple","vinery:main/root"
"vinery:main/get_apple_mash","[Step II: Crushing Apples!]","Crush Apples by simply putting them into the Apple Press","vinery:main/apple_press"
"vinery:main/get_drunk","[Uuuahaudhuefcmkwcls]","Discover the exciting side effects of Jo's Special Mixture.","vinery:main/get_wine"
"vinery:main/get_juice","[Your first Grapejuice]","Place and Crush your Grapes into the Pot. Once done you can extract it by using a Wine Bottle","vinery:main/place_pot"
"vinery:main/get_wine","[Your first Wine]","Put all needed Ingredients into the Aging Barrel, be patient, enjoy your Wine!","vinery:main/fermentation"
"vinery:main/place_pot","[First steps into Winemaking]","Craft and place a Grapevine Pot","vinery:main/root"
"vinery:main/root","[Welcome to Vinery]","Thank you for downloading and playing Vinery","-"
"vinery:main/wild_crops","[Wild Grapes]","Find wild Grape Bushes and collect their Seeds","vinery:main/root"
"vinery:main/wine_collector","[Wine Collector]","Collect all currently available Wine Variants","vinery:main/get_wine"
"wildberries:berries","[All The Berries You'll Ever Need]","Have all the different berries in your inventory","wildberries:berry"
"wildberries:berry","[Berry Nice]","Find some berries in the wild","minecraft:husbandry/root"
"wildberries:jammin_out","[Jammin' Out]","Make some jam out of berries","wildberries:berry"
"wildberries:sandwich","[Sandwich with a Sand Witch]","Eat a sandwich in the desert to reduce the duration of a witches potion thrown at you","wildberries:jammin_out"
"wildberries:shakin_it_up","[Shakin' It Up]","Make a milkshake out of some berries","wildberries:berry"
